Name,Id,ExternalInfoId,LanguageType,Members
six organs of admittance,586d028f-07b1-4a6e-8b53-fc73daf50236,4169474,English,
sixpence none the richer,0ac09b14-e95a-4c8f-8eea-0202d2fa80d0,95193,English,
skeletal family,12182047-ef16-4b86-9bd9-ca2c15cc6518,3928082,English,
slaves to gravity,944a5e73-9359-4953-b813-2d9c0fc6a73a,16777596,English,
sleeping at last,27388240-29e5-4a91-80f3-ae928171ef3c,9748919,English,
slim cessna's auto club,05dfb3d1-b1ac-4376-94d2-76a4c250a247,3674121,English,
slow club,6f92ddd5-18d8-437d-8676-a55eb00bc014,19202016,English,
sly & the family stone,90f35970-b878-4c80-a93c-eedcf066de26,1002370,Spanish,
sniff 'n' the tears,af259b54-1ae7-42e2-8355-124896035a99,1136942,English,
social club,fbf87a31-c6a7-4ad1-8a9b-fab53ab8af3d,3431339,English,
solillaquists of sound,413b29f5-7ae9-468d-8811-be8a4194735f,33939954,English,
some by sea,82321983-7d44-473a-9c88-235f26a07d07,19307806,English,
someone still loves you boris yeltsin,6a4f8089-a63e-48b6-bd82-94e60f7ab9af,3514302,English,
something for kate,e0cfddbc-b37b-457a-8799-d9195778e4ed,74985,English,
something with numbers,9044a3d9-f262-4f28-b9fe-a5b92ddd1be1,7425441,English,
son of dave,1096f1f3-bb43-45df-9ceb-67cf3f2f56f1,4747939,English,
songs for eleonor,a1881614-d343-45fc-b407-35329f7e3cbb,28039147,English,
sons of bill,2af95d5e-7f86-4627-9738-fb96de509651,28350826,English,
sons of kemet,46b69455-3d53-46a9-ba49-78b0af2f828b,41788558,English,
sons of the east,8c4addd5-0c12-4a5b-a0d7-1961f1b146ff,54968009,English,
souls of mischief,3a07a38d-b005-4a72-aec4-6297d9873770,327417,English,
sound of ceres,9195a98b-4501-46f0-a76d-6aaf8542af59,55250850,English,
sound on sound,6cb9b222-0f7b-4578-ae4d-48ebb17cb2f0,5091715,English,
space brothers,e12730fc-1f8b-4514-bdea-eda413b9cde6,5452285,English,
spacemen 3,3d2390f0-f6d0-4f3e-a102-46b69805ea37,171230,English,
spice girls,ca2e4976-542a-490c-aa8a-3ce5df7b076f,28480,English,
spirit in the room,fc878651-b0e8-4a60-acba-f74ef7472b0c,38339203,English,
the spitfire boys,b93bca36-73f3-42f7-9dcc-79935cb89640,79876,English,
spottiswoode & his enemies,7a49cd51-740e-47c0-a9e1-da512d7342de,16883940,English,
sprung aus den wolken,369e0866-889d-459e-8457-aa9fe1b07be1,9760419,English,
st 37,ea33d935-08b3-4638-b727-bbfe8658e1ad,42900638,English,
star band,cd43de2a-8bd9-405c-a415-74a96f9d7402,17014748,English,
stars of track and field,fde0e1d8-542f-4991-9d19-000081d3423c,4807545,English,
stars on 45,a6e18cf1-068b-472a-a554-bbfb1a05f77f,380654,English,
stars on 54,368c100e-86eb-4674-b947-7d347f11da08,5126424,English,
state of bengal,111c4455-f74e-4152-a276-caa3b757f48b,3377728,English,
stella by starlight,e4dcc668-011a-4206-b1c0-9da6a7633782,18188826,English,
steve miller band,a4d1462e-4b0a-4706-8dd9-b6d315a0439d,638360,English,
string quartet,93c9c4c0-f010-4951-9b4b-a8f11e60b8ac,65417,English,
stuck in the sound,78fadc3e-e116-4892-acea-d4904b640217,24654757,English,
sum 41,24378576-665c-4777-9963-74cb0007c2ca,153364,English,
sussie 4,cb3e280b-fe57-44b4-9b9b-d3f3345a607f,10288620,English,
swearing at motorists,aca9b445-8691-449d-91ae-9d89b0e26fb0,1416381,English,
sweat band,b08a329f-b04f-4978-8055-abbc0c016a52,16493223,English,
swimming with dolphins,ad662740-cfe8-44f7-b70f-6168f2459a88,18438785,English,
sy ari da kid,7561964f-48b6-4370-9bc4-1c90014ee4f7,50907569,English,
symphony,267db619-f3cf-44ad-81ab-3190c631dd80,44114,English,
system of a down,2955fb97-13e3-4753-bc30-24c43788987b,28715,English,
tab the band,1eff74ea-d835-47e3-864a-01ca52114a4a,6129871,German,
take 6,1b3e1d08-2509-4d56-9f32-ae8297c579b6,657774,English,
take over and destroy,37c33afb-c2f9-484e-926d-afe9547392aa,9100185,German,
tank and the bangas,152ca48f-2f38-4a5f-92be-dd6d35daee38,53340033,English,
tears for fears,ad76bb83-9c2f-455f-ad23-715803bd312a,265182,English,
ten out of tenn,e4c489f2-ba1b-4e99-8b06-b3df60f4ccf2,25460939,English,
terminal a,5a21742f-d7b4-4a17-83be-59e55e015a91,54073526,English,
th' legendary shack shakers,b5efa71b-c774-4095-a436-f0a5699f59d2,488633,French,
the 1975,43c4635f-61e0-431a-9668-8d62f251297c,38011645,English,
the 4onthefloor,a76bb82d-a140-4acb-87e6-ae805919e0c7,38464338,English,
the 5.6.7.8's,bf586503-910f-4a8a-914b-b9772d42dd6b,1105120,English,
the 88,b3f3e96e-43e6-48cc-8160-5cf311b586f5,21345808,English,
the academic,66f6c558-4d5f-48fe-ab30-31ce5161ca10,55747349,English,
the accidentals,74daa0ba-4a9e-4301-8100-a712a49a76a6,47741036,English,
the acorn,b95b236e-56d0-4e18-b3b8-4a99cd50a716,10611768,English,
the adicts,fb7a7305-e51f-48ae-a1d7-af6cec3ac596,2177714,English,
the adored,d1337ced-8c51-40e2-81ed-d44762995332,11505835,English,
the adventures,5ca256df-40ac-4bbc-8197-9c0ac9d57f0f,9485769,English,
the adverts,a6d86031-fd1f-4078-8cdd-f44d124b7a05,191745,English,
the aeroplanes,82db3ecc-1ec5-4475-aa69-4e48f87ea712,29853744,English,
the airborne toxic event,4bfb7f33-f366-46b3-be11-db307adc8145,17388873,English,
the alan parsons project,b3775e48-7408-4999-b6b1-e8b3bee30637,1307,English,
the alchemist,1f9c5dce-7403-4347-8bb5-cd9f83c213c1,394860,Spanish,
the americans,e385994f-a36a-4449-9973-ded60d9aace2,2596368,English,
the ames brothers,c668777e-6e70-46c2-a0a7-6c070f91ce2f,3046064,German,
the andrews sisters,3cca313c-63aa-4782-8403-a2db52ea06d0,162155,English,
the animals,9df5e6c5-f520-4d99-9368-b2a33dc205bf,77003,English,
the answer,640ceb8e-cec3-4a07-a960-575bfebaf989,2204351,English,
the antlers,0c252983-eb9b-4f89-be9c-39cfb03ee3c9,4199420,Spanish,
the apocalypse blues revue,55d93ae9-da9a-494f-a8cc-94dd52031146,58039706,English,
the apostles,82d26e98-0c5e-4c35-b7f8-7de259d0aaaf,5734077,French,
the apples in stereo,9f594afd-7e8f-4ae1-878c-633c7d95f69d,392114,English,
the applicators,ef3ebb95-b6d2-4961-b1fa-a7110a7cc30d,1824411,English,
the archies,ca68b1e3-594a-4aed-a5a9-3c21c1e4ca84,207793,English,
the ark,f6eab8ad-12b9-42b3-a615-b9966a6e5935,690895,Spanish,
the arm,73c7318f-fac0-44eb-9073-c7c90395a534,5825982,Swedish,
the assembly,ba56a78a-c4fe-4739-8ce9-d5c4c64ad023,910615,English,
the associates,b13e4025-a03f-42af-9113-cfa97d35b4eb,4131258,English,
the association,81b235d2-5fa8-4d1a-9b69-c1c643204e2e,592798,English,
the asteroids galaxy tour,9841609d-0c98-47da-8cf3-0451ced20c11,19740012,English,
the atomic bitchwax,3c69dda0-9ae1-4927-bf0e-73f879bc71fd,1768441,English,
the attractions,e889507a-b1da-4f45-8754-f0f2e8943fd3,1878113,English,
australian art orchestra,be841b83-c0c4-4dcd-9541-7a9100f6823c,56347428,English,
the auteurs,0c340a76-bbfa-4a49-9537-93f6f9b566d3,454299,English,
the avalanches,4b9b8698-b1a5-4b34-9286-7adcc55ea9e7,556552,English,
the awakening,ab93cdee-1935-4260-9d5d-5c3e063c21c4,4839649,Spanish,
the away days,dd527208-9c7c-46c9-b510-ff2603827359,43990819,English,
the awkward stage,1b09640b-ca84-4ab3-beb4-df3b8b1a1731,9636652,English,
the b-52's,4cfa8c75-9dcd-4576-bf98-33c91c4d3a7d,176905,English,
the baby namboos,7160d43d-1b48-43e1-9c55-54cd47e68135,16769884,English,
the bachelors,80b2abfa-78af-45f5-89d1-8b7ad8cfc05d,3260569,English,
the bad plus,5b5ec60f-7ab8-43fe-bf69-2481b7ce1b94,1397891,English,
nick cave and the bad seeds,5bb3cc13-6d3a-40d4-8711-6b5af1893659,536384,English,
the badgers,9cb2cdd9-d7dd-4e52-a6ff-4cb0f7aa8237,5683479,Swedish,
the band,833d1c97-7671-449a-a5f8-497232a8deaa,30965,English,
the band of heathens,18fae804-e19b-4575-afb6-7ae5af97de6c,4588628,German,
the bangles,833c3cd9-f952-4285-aac9-969bf1934379,30513,English,
the barberettes,b9606899-d2bf-4c33-bb21-c4583fc54437,46263147,English,
the bats,f8fc71da-90d0-4852-912c-8685bf3d46a9,320965,French,
the beach boys,29a3a1e2-95ac-457d-94ac-957319d6f146,4477,English,
the bear,aa7419d7-512f-4d36-8fb7-66ba627df151,741912,Spanish,
the beat,63d471a6-11c7-4c20-8e99-f1eb02cbdcd7,1296771,English,
the beatles,e3fb9285-c6fc-47ba-a23a-043340a48421,29812,English,
the beauties,65e7769d-2d62-4677-b596-0e24b409f720,25116057,English,
the beautiful south,dea1f79f-8d3d-49cf-ac3e-2a5d862119b5,265912,English,
the beauvilles,9c6a791a-4cf4-4b4c-8ccb-61ae7c8c612a,18958611,English,
the belle game,2e028ee9-362c-4112-8c3e-d44b04fa6241,29113297,English,
the belleville outfit,a10e33f5-778e-45ab-9fa0-0025a8947de7,21411140,English,
the bellrays,f29e54cb-eac7-4faf-a12d-bce81eb47b35,4445573,English,
the beloved,0f5bdf04-fbd9-4f93-b2f0-616564f200ce,3607664,Spanish,
the besnard lakes,525bfff5-1976-40c3-bb1d-b99e3b58da61,10204793,English,
the beta band,44efb04b-ee33-49ac-a0d7-29a3c6e65067,429738,English,
the beths,a2008c7c-3006-49bb-8a0b-f582ce3512a8,59032490,English,
the big bang,fb7e8df2-8276-4794-8509-8134be1d3435,5546492,German,
the big moon,526c6f7d-0d3e-49e5-b10f-5df56855d8af,52771868,English,
the big noise,ad3f25fa-3221-4a6e-b978-26ed78e3fddf,8581888,French,
the big pink,f27953d6-0fb2-4c9d-84e4-5d6517e927ad,22760608,English,
the big sleep,38808f47-8473-4ca4-943b-f987398c27dd,68348,English,
the big swamp,0315c36a-d503-4365-9041-c928638faa88,5417598,Swedish,
the birthday massacre,cf5a5836-6d99-482a-898b-805bfceb5777,1778270,English,
the birthday party,a3edfa8c-6464-41c9-9904-9c7730551e14,3222604,Spanish,
the bishops,4cb2c822-ee3b-42d0-af9e-bb5dd3318f4d,6913065,English,
the black angels,7c3efea8-0dfe-4129-8567-2f968f561169,4794984,Spanish,
the black atlantic,81c2d9ad-04a1-4e35-a8b1-b93a9c8a15c7,50354770,English,
the black company,37b7e2db-1fdc-42bd-bac7-c852b6112236,3417692,English,
the black ghosts,579c7677-de17-4e52-99f2-58855d7585de,17762788,English,
the black hollies,62fe3213-a95d-4b9c-ad9a-42292b8b2834,28067203,English,
the black keys,cb7446cb-e701-44d2-94d9-219ddab3de2d,971243,English,
the black skirts,57d98f42-69b5-4f0a-a909-cc8107bdf328,33860672,English,
the black watch,7a29ab0d-09b6-4298-8d7a-53dc94fa7475,226189,English,
the blackbyrds,756d3402-b14b-4a68-a6bd-4ee257dc3617,4854888,English,
the blades,0da40b90-a61f-40a8-b401-048f46af27ad,3959686,English,
the blakes,8cad5721-ea82-4f7f-b101-664a4040cff2,19431681,English,
the blind shake,b29e3f73-674a-4674-b5a9-07792efd2ea3,52340164,English,
the blockheads,27e3b55e-36b0-4786-a223-a5e1b0388364,14139090,English,
the bloodsugars,c4ed0571-f294-4c2a-8bd1-db28882852a3,23270868,English,
the blue aeroplanes,10bb22c4-b5bc-467f-97bb-0da366488cc4,1896197,English,
the blue flames,118f5e0f-3dba-4a4b-8710-d6d4357fd084,615346,German,
the blue nile,ff361513-1ade-40c5-a2ae-220a2df177c5,1051886,English,
the blue van,26748c25-cb6c-4e3d-a5fd-3182831f0527,10493849,English,
the blues project,da145e80-12c3-4519-8fb4-233092b07799,5539789,English,
the bluetones,8f6bd07c-6f81-4baa-b81a-81b4250832e5,1001282,English,
the boat people,96bc8fec-ada6-4929-b2cd-dc4f086a2585,3085635,English,
the bo-keys,608d20d6-5260-4ec7-9865-def9f777e5ad,30490839,English,
the bolshoi,511d0e8b-90b8-4536-8685-ede3eadc1087,1887311,English,
the bombay royale,f4ae0b0f-8d4d-4ed1-abbd-1fdac4acf9e0,36586764,English,
the boo radleys,b0c75f22-b44e-4a89-9072-b319b97432c8,171204,English,
the books,70a563a4-a091-49b0-b796-98823f4f8165,1573283,English,
the bosshoss,28e0292a-e3ac-4237-8faf-4f6b3f1fbbbf,3729725,English,
the botticellis,4fc7a926-a862-4395-9a89-a9bbba559b25,19960699,English,
the bottle rockets,2e6863cd-5a51-4834-8739-fa1131f4ae62,1187462,English,
the boulevard connection,6ef26856-919e-4b5e-a36e-eafb0bbb4612,2952369,English,
the box tops,565714b3-10e3-4e05-a8c4-619e7011b533,548916,English,
the boxer rebellion,86a4e31f-9052-41b9-9393-2730cacc3ec5,6214184,Spanish,
the boxing lesson,45edc361-91b3-4d05-9a91-f3e4ab95304e,20036645,English,
the boy least likely to,281bbd86-148f-425a-80c2-e99b569db56e,2262784,English,
the boys,3cc91818-2201-4733-884f-9db421fba57f,8617185,Spanish,
the brakes,38b296e6-6d72-41f7-bea3-9677099adc82,5467393,English,
the brand new heavies,c84f0851-e979-41ae-b72a-27cc541d1d58,214234,English,
the bravery,a1fc58ae-a72e-4aeb-b8ab-fd0dbb94422a,1606589,English,
the break and repair method,7e0c2bb9-1c32-4d32-818b-3ac7291e816b,12065198,English,
the breakers,9c1f2871-932a-4057-9711-0e860c226336,564484,English,
the breaks,3f2901c7-9a6f-4a0a-ad41-38d3ff806db7,10724579,English,
the brecker brothers,88f7d6f3-038e-4488-9d32-3ac26b4b1c1d,4330960,Spanish,
the breeders,cf8e394b-aca6-46a3-af48-29c6407ef30a,143164,English,
the brian jonestown massacre,c70e9454-c8c7-4831-905f-db564ede2030,2238675,English,
the bright light social hour,8523bc1e-af44-4306-bc77-e65f13feb79b,31864317,English,
the bronx,cb41e8bf-dcaf-4188-a146-e4cf7e7f55fe,3338,English,
the bros. landreth,c02f04fd-1db5-4824-a9ee-f5f9f9b1ce6f,47434008,English,
the brother kite,640850ae-8c0d-47a8-b812-a5ba150f658f,40192657,English,
the brothers,89d5e618-eb24-4474-a049-f53000f607ff,707167,English,
the builders and the butchers,82b6c0ab-c7db-4b46-83a5-800354d7edbe,23576897,English,
the bunch,6ae038ec-df60-4130-be00-a2c6d876f82c,11765195,English,
the buoys,028086f7-0b1a-497e-ba51-2c88468131b5,6163442,English,
the burning giraffe,4b7d684a-c98e-4e3a-a6ff-8f93c3c4af37,5082562,English,
the burning hotels,d86c8a3c-e657-4eba-a36e-f32f1f321a28,2413468,Portuguese,
the bush chemists,76419450-c10c-47c6-8027-36b083286f8d,28784711,English,
the business,bfdf3db1-6502-46fa-8756-7284b1558f98,858583,English,
the butterfield blues band,5738b0e8-c91c-41f5-acdc-5f871892e4c3,640697,German,
the byrds,2d7dfb7a-8ccb-4a52-967e-89b55d0e186b,98648,English,
the cab,6939c84e-dd13-4e75-81c7-bc4cf2c22c8f,17239853,English,
the cadillac three,93a2a1a1-f97a-48bd-bf5d-f7c805d27f11,41323030,English,
the california honeydrops,941122b7-81c6-47a0-85cb-3378a6216943,20824982,English,
the californians,bae8e7e7-bace-4f60-a223-650f127c4307,38244518,English,
the candles,403bd147-4091-4e83-86c6-94ec2a1d8ede,26435847,English,
the cansecos,e57fde13-0311-4b41-872f-274443c6e28d,22805107,English,
the cape may,afc76117-c75c-4ab8-880e-a8318e961aed,5746373,English,
the capes,a67bb1fb-0d7a-4c10-aaba-51b054ae7e04,8271932,English,
the capitol years,4a83b0c4-a3cd-4456-a9f3-df4edd25e8a3,9132028,English,
the caribbean,636ec39d-1862-4fa3-a8ed-08c3d5592f30,31670200,English,
the carolina tar heels,518743d6-cb3e-487c-901d-37b1c97c2dcd,7453661,English,
the carpenters,2478d86a-7816-4188-8583-bdc3057a9844,13612861,English,
the cars,cce972bf-01da-4977-863b-eea0afdc409d,170472,English,
the carter family,9b736d6d-d9d8-41b8-b26a-dcf7761113af,1375031,Spanish,
the cassettes,33bf1dbd-e85d-4c2d-b4fd-2ea5641da4b0,6169259,English,
the cat empire,4bf353a3-6ea6-4004-993b-18eed862a368,541284,English,
the catch,49da3626-cf61-4868-bd5a-75b2e68c0317,1487697,English,
the chainsmokers,eff24cce-9cce-4afe-aa27-ad8783eb2f3a,37642328,English,
the chamanas,f6968d5b-3e01-492e-a5f2-e6a3deefad90,51725546,English,
the chameleons,70a30bfe-ec8c-4807-b1e3-91803e554c37,2230021,English,
the champions,d8ae824d-2993-49d3-994e-280553fb60e3,1075851,English,
the champs,e96ebe36-d3ab-4380-a095-f4a67a35003e,762831,English,
the changes,edf77db2-841d-46b0-802f-0d8efbccef40,4071218,English,
the chap,f5a91780-b9b5-4b5e-b77e-91db53951d03,1067631,English,
the chapman family,a30ff098-95a8-4444-a72f-4d2edc5b7e51,23117113,English,
the charlatans,550a4a6b-5981-4fd7-85a9-ed820ead15e9,839775,Spanish,
the cheek,f1c52d2c-bb3b-4176-b8f2-3eacacd9e527,20562799,English,
the chemical brothers,061c3811-75eb-4638-bed0-4f854b9877f4,31628,English,
the cherry boys,4496e722-3841-4228-b7d4-f3f56eeae6b4,24079335,English,
the chesterfield kings,fbcb64a4-2916-4c1b-a486-5b1f940317ec,3722530,English,
the chesterfields,0526c22c-1d68-4f48-aa74-c28793fa4405,13752497,English,
the chevelles,f3d650cc-e6b3-46d7-8c32-8721ec527a62,10084414,English,
the chiffons,68f24fb7-df99-43a7-aa00-578c78a066d4,376565,English,
the chi-lites,dea483d6-0b8f-41b6-881f-549729b08133,26590083,English,
the chills,89e541c3-2e61-4151-a999-64372e53ca41,1730997,English,
the chinese stars,31df5f27-4a91-44c5-bbbc-9201899fd2ba,25010504,English,
the chips,9ad22999-63eb-4681-b961-cfd3a67ae05f,4758681,English,
the chocolate watchband,c71d3bfe-77cb-4213-a24e-2a363bbec434,725712,English,
the choir practice,4f4b3990-f3c8-4fbc-b7a8-dfba7bd1af63,11727440,English,
the chopstars,5a0153e6-d82f-4da0-ae44-7d4b6b51b845,45267553,English,
the chordettes,de86506e-857f-4d1c-ae78-f7fc1e47fc7a,416687,English,
the church,47745137-0a3d-4945-b9cf-9df927e32119,372275,Spanish,
the cinematic orchestra,9c587260-a8b0-4b25-a801-5d2dcb59a02e,323740,English,
the cinematics,6f9a3176-77cb-4d11-a497-030b08e12189,3017345,English,
the city,168e0b8d-1c23-4d2f-be62-ae8a5c0de838,4245596,English,
the clash,03e53965-e3d9-40e4-9cfd-610d7ab3db54,30423,English,
the clientele,35e3d633-d8b6-431b-a7f5-3f70dd060ac8,1979513,English,
the cliks,85428688-a95e-4fad-9ee0-d96f6a34e989,11462850,English,
the climbers,004e6f16-5297-4ba2-9abc-b19f3dda0fcf,43167499,English,
the cloud room,0c018a81-24ff-43a5-becf-8baaf2644b66,10900618,English,
the clouds,35b4a09d-a4b5-4afc-9212-6454357176be,157337,English,
coal porters,4aa02e2b-5265-49d0-b19c-341be675085b,25293838,English,
the coast,36f98b21-68da-4ab4-9762-40eb7b1434a1,1186176,English,
the coathangers,da803ede-5a1d-41f3-a99c-6e4bf9452d17,32112120,English,
the color turning,ee31177e-fdce-47f1-ba39-a0a1e84696af,22458363,English,
the columnist,d5171de6-2ee5-4c24-84bc-9b14c8a06da4,54746972,English,
the comas,f28b9c4d-ad30-4fe7-a6f3-c6aee6cf1577,4421084,English,
the comet is coming,897ae7a4-7beb-4d3d-84c6-604d02a5e7a8,48079404,English,
the commodores,662a2d47-f9f1-4d4d-a4a3-07649a555410,419574,German,
the common linnets,cf8af44f-b3a2-4cf4-9635-0c5a07808988,41187720,English,
the congos,93034295-16aa-4a6c-a594-d7cbca312b57,1084166,English,
the constructus corporation,cc31777d-f57d-4ce2-9ebd-c81feee88150,12547701,English,
the contenders,daa3b563-4640-4b6d-8921-ed1a4fccd9ab,9297780,English,
the contortionist,1d8f566e-a918-44bc-8edb-5e1ada6bf47c,36513534,English,
the coral,e52f8822-5970-41ef-9808-390f28145857,652353,English,
the corporation,e18481ae-cacc-41bd-b5d4-4708e9c67f42,2675676,Spanish,
the corrs,53955ed8-b038-440d-90a8-2052d866d51a,445988,English,
the courteeners,ccad28e7-ad95-4d8c-91c8-650fb233df75,12988664,English,
the cramps,95cb2208-8228-4ca3-b49c-374a9dcd7d82,30872,English,
the cranberries,1555a3cb-de6c-4695-ba32-ba653a0bf581,154481,English,
the crash,4e758b0d-04b8-4400-98a8-3d2a84b04cf9,8928424,English,
the crazy world of arthur brown,2f8dcbcb-21a2-417b-bb2e-62dab26708eb,14081391,English,
the crew,1d1c1a96-43ed-44dd-956e-761f6b8746d4,2017599,English,
the cribs,4b531767-ab5a-4cc8-8607-6a6c0b102599,2481607,English,
the crimea,7e5d87f9-4051-4ce5-ba31-4bcb48d6f1f4,3364677,English,
the cringe,38dc2256-a7cc-4588-bc56-8cd44fe8c610,16354208,English,
the crookes,4a08a25d-661c-4d08-9ddc-b1c961aba714,24284937,English,
the crystal method,15235bbf-f706-4613-95a5-2d9f38eafee2,218638,English,
the cure,94814298-1ed5-4064-9e45-0741af729387,57568,English,
the cute lepers,5500cceb-59b0-4698-b8a0-c5a6b215e531,12284963,English,
the cynics,a82115d0-9577-4560-9687-aebed2b2f24a,12234439,English,
the czars,43e36114-23ad-4982-8ab7-3e2562924843,13048349,English,
the dagons,8d4fd9b6-75b1-4394-91b4-f2dc23698d6a,28733822,English,
the dakotas,a5201a7e-90d5-488a-9896-e62c6008197a,452790,English,
the damned,7634f22f-9e13-442e-aa50-a913c59b2c3f,648741,Spanish,
the dance,6b9f5b9d-bc78-487c-8558-2bd292573fbe,3244515,English,
the dance party,615e11dc-7abb-4967-b17e-008a048a61d0,26224876,English,
the dandies,2b7c31e7-9cbd-43d9-85f2-5e3cf9913df7,31122213,English,
the dandy warhols,d309d753-b597-4e36-9721-5d7908cda6ff,559047,English,
the dangerous summer,891bd13b-561e-4244-96aa-daf17e2d1455,420142,English,
the dark,da03749a-97ed-48fb-8c7c-4e6b3f85f7eb,5592052,English,
the darling buds,2f31e713-b558-489b-b00c-131ba385e789,5981090,English,
the dave brubeck quartet,c2d39eef-9509-4a4e-a0b8-91f8af868507,3460719,Spanish,
the day after,1acdb15d-1d25-47bf-886a-68880277b43d,31607,English,
the daylights,3c8d9016-db33-44e1-bca5-8667961eb630,31344248,English,
the dead milkmen,9b6639de-1964-4e56-b897-90a44b12d28a,459228,English,
the dead south,71f9076e-7f7e-49f3-bb8f-9a3185a3cee2,56148288,English,
the death set,1716bda6-e01c-4d60-a4bd-14157638ce37,14599317,English,
the decemberists,02e5d1ce-bbff-41f1-ba70-8716e00a85ff,604204,English,
the deep dark woods,b31a3204-a414-4aa9-9575-ac5ecf21af6f,15645857,English,
the deer,741d3915-6cf2-4e1e-8e0c-91efba2c63bb,12493294,French,
the defects,469d81d1-d36d-4b1f-9ade-2fbc9edc9273,20540970,English,
the dells,a0cfc4de-cab9-489c-a716-1481048d4b3d,517382,English,
the dentists,e7318ff9-ec32-40c9-a2d5-7676261820a8,3887218,English,
the depreciation guild,b97a1c3c-b342-4a83-85e9-d2972de74885,27786748,English,
the desert,d3f2cd6b-ab46-4459-86ed-b9726652a2b3,5423546,Swedish,
the destructors,ddb1dd26-90e9-481c-8e3e-36b203da50ca,2871259,English,
the details,0659cefd-3993-47bd-b331-80ed31de6ded,15045289,English,
the detroit wheels,d9d81406-5280-4eaa-978e-9a0316ae6940,4650416,English,
the devil bat,c9528acb-b8ce-44ae-b112-c322e19c303a,3906544,English,
the devil makes three,0aadae55-6c3e-4e0d-b824-b624b03b0e7c,3759307,English,
the devil wears prada,6e09effc-10ae-4f18-b061-c4362cf49cfd,7505786,English,
the dexateens,044cb5af-6b50-4cf7-be93-637dc94dab03,28892188,English,
the diableros,21c3cb0a-0b8b-4191-9bb7-52069dafd2fa,8239000,English,
the dictators,1e273ce6-4d23-4a17-af39-73f752d6c1bf,232511,English,
the diffs,66802c77-e057-45fa-b95e-60cfece34b24,2482332,English,
the dimes,2abc1154-4af9-496a-84af-cc125801cd4a,19120224,English,
the dining rooms,5a9f90b6-918d-454f-88d7-9680f36aee64,4902102,English,
the dirt drifters,180065e1-4f04-4120-91c5-f3656bdd3c68,30428201,English,
dirty dozen brass band,7f0e9d16-a1b7-4cf6-b530-f61d0bfc188c,3062311,English,
the dirty nil,81f12b27-8df3-47a1-90f4-211e584c031c,53681084,English,
the distance,d802ddb7-abc0-4577-9a1c-141f446e7776,3095472,English,
the districts,2801cd41-e428-4abf-a2af-21d4b24a365f,45559925,English,
the divine comedy,cc708ccd-e197-4abb-adcd-e0e613d5e39c,682117,Spanish,
the divorce,0cfdbf65-30f4-4cbb-abc8-1bffe4cb2d15,2181817,English,
the dixie cups,3f06672b-bbc3-438e-b5d0-4a1964c2b7e6,295991,English,
the do,b01cc830-da04-4387-98eb-4ea430a6107f,17107039,English,
the dodos,ca5daaa8-a32a-44c5-9430-2c6e435e3c8f,16119046,English,
the dollyrots,b9c71a84-b7ff-48d6-821e-d07aa781f2b4,10171399,English,
the doobie brothers,1c006047-088c-4d5a-b541-8601e302e145,172878,English,
the dooleys,63bb31fe-4b69-46c7-b060-1be81ab39854,5006265,English,
the doors,9bfbc569-c39f-46fd-b143-53e5b9024350,29801,English,
the dove & the wolf,5887aa78-6cde-4516-a954-4c9a4219120a,54377294,English,
the downbeat 5,573d4c69-c9f0-43e6-a826-0329655152f4,13651813,English,
the dream syndicate,cadce5af-6120-4cea-a6e9-a8a01d6c0732,304987,English,
the dreamers,57c65f8e-0981-4a43-a213-05ddcefb2ebc,6747000,English,
the dreams,435c5df4-b878-48aa-a892-6e03a0bc438b,21227730,English,
the dresden dolls,ae93814c-ac91-47a4-afd0-32e3f0cbdc9e,19349638,English,
the drift,c6e63047-ae16-4291-ad89-7081a8cf30a1,4322997,English,
the drifters,04377c2c-dbe0-4e4f-b52e-7bb2986e1c92,164417,English,
the dubliners,a4ec3746-07a8-4618-a754-88790c5646cd,635610,English,
the duke spirit,2c7ed493-6097-436f-93af-e732fc62bec2,1820528,English,
the dumplings,db0198d8-5c57-4ea4-b190-eef5eb69a10d,42922283,English,
the dunwells,e3619e78-4a76-4156-b202-93c0477b2298,36348484,English,
the durutti column,021a0d46-c8bb-4dbf-aacf-d6b0ea68302d,186393,English,
the dust brothers,e6e3b9b8-49c2-439d-901b-25675a87efbd,249977,French,
the dwarves,6403090b-f606-4b8b-8d60-77c7e01d75b8,1254132,German,
eagles,2614d977-ca3a-489d-a424-97b2571730ee,289659,Spanish,
the eastern sea,91ba6eb2-0de7-4876-8a6f-0afbac0e4000,38092003,English,
the edge,fcff402f-65a0-4a65-94d2-b119c513b621,123998,English,
the effigies,14273c95-56d9-4444-8c53-6196c9f1e97f,3396406,English,
the egg,5eab6374-eaf7-4729-9fe1-68d4246b5d17,17007310,English,
the ejected,a95ac3e5-b8fe-49f4-8ec5-93a45ba37bb5,16057830,English,
the elected,90737307-9ad2-4f9f-99ef-e27956253464,1494391,English,
the electric diorama,67ba4802-a8c0-45ad-acf7-e886eaa7e5e5,6524987,German,
the electric flag,a7e7e071-bec7-4dff-a4ea-7b35f96789f0,2327295,English,
the electric soft parade,10a65194-fc99-4b10-a36f-568781478e12,1655181,English,
the electric swing circus,144429c7-eb27-44e3-b100-b466c3858bb6,36728477,English,
the elgins,c6ae6015-ca4d-4b20-9f0c-c56ab217ed39,1372185,English,
the elms,6cfb117c-75cd-4132-8527-6095d4bee24a,4945062,English,
