Name,Id,ExternalInfoId,LanguageType,Members
grupo fantasma,0cf0990a-f0da-47a1-aa8e-6fa3da257909,20977421,English,
gruppo di improvvisazione nuova consonanza,385d1352-36f9-46ec-96fb-c3faf6c2c3c3,30306739,English,
half man half biscuit,f9229d88-6ac1-40b8-9708-4766cd7a0017,658745,English,
hamell on trial,0c0e2b97-56f2-4f41-a322-6c8c1139998c,2833926,English,
hammer no more the fingers,297faffe-c407-428d-ade7-643831e201ea,24793055,English,
have a nice life,7cf46699-5901-4450-9657-acc6bb9e54f9,37374749,English,
hearts of darknesses,8c38a69a-3971-41ab-acbb-5fafd46dd9c7,42290589,English,
heaven 17,4145c5e0-2f00-4914-b91c-f2735b4007bf,151390,English,
hell city glamours,0668e23f-4564-49a7-bbce-dc27a21e6166,17471666,English,
here we go magic,7278ed35-0463-4a9c-9888-504cf7df95b5,26832080,English,
hermes house band,b96e7189-7227-4b66-b6db-3eea3081bcf3,11688240,English,
high on fire,c90ec42b-73ab-403d-a3af-0e2d882e5bf2,1953035,English,
holy ghost tent revival,eb1d05ab-e711-4fb8-8685-7c37be5ed592,43011388,English,
hootie and the blowfish,eb5c4cf5-eb5c-42d7-bdb3-55383dd7d533,3287058,French,
hooton tennis club,0aac1f43-8067-4ebb-bcf0-6f6aecf0679c,48127710,English,
hot club de paris,84a1f241-e330-4c37-80a4-17330a920443,6539794,English,
hot flash heat wave,a76dfbcd-a588-4c89-92ea-60dc20e9cb80,59938285,English,
hot since 82,18fce397-e3c6-40de-b9fd-fec7cb056d4c,42278814,English,
house of angels,a65d7705-b382-433d-b5ea-9d0268b88f18,12690211,English,
house of fools,726fb8d6-36f9-4efe-90b3-827b5781f83f,11828337,English,
house of pain,7eb8ec7b-ef27-489c-8aea-0f42f5b4b1da,13453,English,
how to destroy angels,17b01bbb-d4b9-492f-9191-d169878d1e76,27206757,English,
huey lewis & the news,8afdcfa0-bf1c-4e0d-8ed6-616a90c47ed1,657885,German,
hurray for the riff raff,faa8595c-c1a2-4eb7-888f-9c54ec02b1cf,31034754,English,
hypnotic brass ensemble,b6b30065-91f0-42c0-abd9-5858ca1e078b,10001646,English,
i am david sparkle,9b49abeb-3411-4a3c-bc1e-f1366941201c,11322735,English,
i can lick any sonofabitch in the house,4cd82dc6-9eff-4150-ab83-e90ceec17883,39043496,English,
i love you but i've chosen darkness,529f0d6f-c75b-455d-a074-63d4cf3a334a,1648544,English,
i was a cub scout,5b07a104-8e12-44d9-8548-341108867bd0,11095146,English,
icon of coil,a3880d4e-b61c-471f-8766-f27e6efcaaba,1119132,English,
icons of filth,e379f9fa-d42f-4a83-b3b3-484a9fa75606,1554581,English,
ike & tina turner,7f6af844-a20c-49ba-9f22-a127699053c8,205130,English,
in camera,d0bb5e6c-9c56-4f43-aed9-68a95d667a84,511459,English,
in case of fire,7f7668aa-229a-42c6-bf77-940f838acb9b,21793903,English,
in dutch,814b9eae-b467-46f5-90bc-ab4abcc2f973,3195785,French,
in excelsis,fe07dc90-b061-467b-a574-4ac90059ba8a,56655241,English,
in the nursery,25078720-ca23-4a1d-af7b-1cedd4e049fe,4301630,English,
in the valley below,8915c925-ae95-4edf-b475-b20cce32348e,46805766,English,
in the whale,f696625d-f57d-4489-bb7e-f5954ff1c7af,48568594,English,
incredible bongo band,83c6f7f8-58f4-4597-8708-0e79f8ea1f77,2120213,English,
information society,f388a035-cf53-4a74-b5a9-9631f55e1c87,163901,English,
into it. over it.,dc4b3b50-0402-4d3d-bcd0-aa86422d4ac6,42020954,English,
iron & wine,17c3a8ee-6f89-411a-b899-5da6f41910fd,246473,English,
j. geils band,68c1d433-1f56-442c-be0f-efad7ee29936,1978385,French,
jack & jones,5638e03d-cd37-4bf8-92d0-3b37cfe6bd6c,5296996,German,
the jackson 5,3c77c570-310d-4fdf-a475-00c7be35a3ad,23416820,English,
jacuzzi boys,2b39574c-ecfd-4ffa-9c68-c1ba6c161776,60589629,English,
jam & spoon,bd34ca82-5825-47ab-bd7b-8f280d13b7e5,2206553,English,
james gang,254d36e4-cd84-4098-8c43-6c0e282050d4,606760,English,
james taylor quartet,e31ba6db-4aab-49c1-b9ee-a02e97d2dae8,947652,English,
jets to brazil,2f4e135c-935c-479a-b0cb-06fc4148e818,1037877,English,
joan of arc,d5b0498f-ccef-44e5-8522-63a4c430a9e7,16509,English,
john fred & his playboy band,c907d239-1acc-4524-8abf-0472da4fd192,1428073,German,
johnny and the hurricanes,4cc60743-d5b8-4e03-96c9-196564d45194,8468123,English,
johnny kidd & the pirates,be0f0b78-263f-467a-a69f-c6c93dbe6139,2395770,English,
the johnston brothers,591dc21d-64ff-4894-8a9a-4148295ba59f,12499304,English,
jon and vangelis,442c0aa6-e8b0-432f-af91-fdd255c117b1,699358,English,
judah & the lion,28eb322e-2536-465e-b964-271ddf04078b,41966094,English,
juliette and the licks,557e02da-aaf3-4900-a5fe-ce3efcaf9e53,2239557,English,
jungle brothers,0d18ff72-6d0d-4a70-a702-24174e6f1069,47473724,English,
junior boys,a46c04f5-1268-4166-b35e-a68feca96d6b,1424945,English,
just friends,60717b7d-68ea-4274-b31d-695e47417fd3,3154528,English,
kalin twins,fd13c356-4e32-4615-84b7-1e9160f2af1c,3774841,English,
katrina and the waves,51ba0eeb-4402-48a2-b0f2-0198d978152b,472891,English,
kc and the sunshine band,abd01117-fb81-49ea-8448-1e542eb1c227,216073,English,
kidz in the hall,b1455df0-f43a-42c1-bf7e-bcceab56a98d,10224007,English,
king gizzard & the lizard wizard,1cf0c660-5fe6-4e55-aeea-cf3c264ee9e4,46794379,English,
king of prussia,52a4edcd-fe09-48b4-beac-231374c34ead,4439158,Spanish,
king of spain,c7eab7e9-78ab-4df0-9543-b8b4098f1aba,1370853,Swedish,
kings of leon,abe11150-8137-4dea-9195-b952010cdee2,842182,English,
kings of the beach,a1fe162c-0459-423e-9243-75ade501ce01,11907702,English,
kings of tomorrow,d34866b2-7d59-4bce-868d-29d307c71e34,2738136,French,
the kingston trio,722d4ac0-5772-4e9f-a494-72e73c333572,532343,English,
"kitty, daisy & lewis",749b8866-0495-472c-9850-9075bb9193f9,10749779,English,
knife in the water,6bf5b664-96bb-4857-bb8c-9fb941c2c0d6,1249014,English,
kool and the gang,7acbc748-363c-41bb-90c0-f96d8c60688f,210974,French,
kronos quartet,ce7b0c52-16a8-46ca-9e29-f23a9f8f3864,337723,English,
kruder & dorfmeister,764654aa-a53d-41df-8001-5036ee3b1fbc,254246,English,
la rochelle band,3641c0b8-e8ea-44c9-bafd-fbd7be928d72,8376401,German,
lack of afro,fe34febe-5aeb-422c-a179-6bae023c4f69,59410592,English,
lake of fire,5883b14f-0028-4aff-a340-45e1904ce85b,13680174,English,
land of oz,e1e2c96d-a8bf-4fab-baf5-b91a14a3fdce,564239,English,
land of talk,d5fc4504-9b7c-4fa0-a3cd-39916496df2a,11195010,English,
las kellies,19ab1810-363a-47d3-8dce-9711c45afdcd,52257346,English,
las rosas,8482de75-8113-41ab-9ba8-08f5a3722b8f,10468095,French,
le peuple de l'herbe,482eacb5-1e15-41d0-91f0-86499da1b98d,59889978,English,
les barons,607a8864-c49e-42ab-8ebf-bd87521909d3,4225824,French,
les baxter,87ec2179-accf-4a17-af48-27579667ac43,302051,English,
les big byrd,971def9f-64bf-4bb0-8304-ce7edcd62ff2,715922,Swedish,
les breastfeeders,c5b01e46-2f54-4c09-a9df-46e41044d2b5,7308989,English,
les claypool,466549a3-1f76-48e1-9c71-daed44230998,52770,English,
les cowboys fringants,74f49e03-eaa1-49c2-aab2-06a249c358c6,543606,English,
les fatals picards,d04a9113-2faa-4170-a54f-44d61e5be72c,9939125,English,
les fauves,39d4ee9b-91ca-4044-9a96-f0d4072bceb6,5444888,French,
les pattinson,6d28461e-99e6-4fe1-8762-7d8f085fd65a,9290681,English,
les paul,db14bd30-9d4c-4a7f-8f06-b5f1924bba8f,145712,English,
les reed,0c79f76e-c993-463f-9043-a274ce5e9169,36012428,English,
les shades,b8316f2e-cee2-492b-b96d-6b34ba3dc078,3540740,French,
les vandyke,c3190c7f-8ee7-405a-986e-3a4e79fcfe18,7177465,English,
les voleurs,6ac035d1-7278-4faa-9d75-c5b3b0349df5,1478251,French,
lesbians on ecstasy,3d73c80e-eba0-4a78-865c-216c1fe0c3cf,1998760,English,
letting up despite great faults,6dfe896b-908f-470e-a814-0f89d488e753,25353635,English,
level 42,297eae2e-40ce-4c06-9c47-f044baca73a9,188472,English,
life on mars,3ec3b573-0c15-46e1-82c3-7f418255d1cf,463835,English,
lift to experience,cef91def-4366-4195-b656-9f9840b71448,26540883,English,
light in babylon,5f7c3743-28f1-42ad-88dc-89ce5cdf96a8,8400536,Spanish,
lighthouse family,49c621f7-95df-4fed-8443-47f3de132a3d,1091598,English,
lights & motion,f6bdb158-47e6-4b1b-a0b6-504ccd7d3a47,41469180,English,
linea 77,99d33f31-18a9-42a8-8e6b-b299f3658f21,10371992,English,
liniker e os caramelows,bc97d9de-a6c1-4385-b07e-fd1ad8dcfd97,5227414,Portuguese,
linus of hollywood,518f96e6-1243-4f4d-b6ff-8e2f0aa04938,16757836,English,
lions in the street,278c1907-1998-442f-9329-0515e8ec767d,17642637,English,
little girls,dc88d882-8c3e-45fd-b361-70cf27136450,25258301,English,
little river band,ac2dca70-54af-4ae7-b81f-379b652af24f,601978,English,
living in a box,8ff2c4c1-f386-4c90-b87f-28bc8b4f2df2,6347951,English,
lole y manuel,29b52932-cb67-4d8b-87ea-ac5705a01996,16448564,English,
london boys,411313d9-e875-4d24-9fc9-64ebfedb1a3f,5879278,English,
london festival orchestra,a9eb7138-cde1-4f69-a203-e5bdc5d0214a,3753391,English,
london symphony orchestra,f16a97c9-bedd-458c-81ff-e93f2ccf4b30,156257,English,
los abandoned,57abd766-7135-45d8-b2c5-5af09b631fcd,5200289,English,
los amigos invisibles,2c11dd72-7d7c-463f-a8e9-fdc1a750f2df,3311534,English,
los angeles philharmonic,a05050ca-c9c2-4ad9-bd76-9d442aea8e69,156261,English,
los bravos,999354e6-c422-4e4d-8387-dce868530153,8195614,English,
los brincos,6c3e6e4b-e1b5-4570-8177-87894579e943,23667770,English,
los campesinos!,38aca6bf-d8d4-467c-bcfa-435e946fe6b0,8154488,English,
los claxons,566851bc-4ac7-49cc-89a6-0e7724251461,22424503,English,
los coronas,0983fd79-b85a-43cb-9ebd-49ad89c19cf2,4916756,Spanish,
los de abajo,8b79529f-e382-42cb-9908-8709698f8201,4784876,English,
los dynamite,56b2690e-d118-4186-a70f-2676bba748dd,7402233,English,
los hombres calientes,6c430cbb-7981-4e2f-86f7-94ba99c78791,7238770,English,
los lobos,9d5e0cff-6cfb-4c61-82db-5ec337fbd3d6,161395,English,
los pirata,0096d739-185a-45e5-9bda-28ae5334cdd5,3117400,Portuguese,
los planetas,cea62fdc-755d-4510-ac03-90e4b93aeabe,877559,English,
los super elegantes,d68ed44a-8e9f-445e-b33a-978845e7e14c,2325762,Spanish,
los tres ases,6553e1c8-fe17-4318-8efc-307c72a020cd,6281831,Spanish,
the lost brothers,8ca0129d-d1d9-41c8-87ac-9d6fae713a42,34699135,English,
lost in society,cd5d8ed7-728c-4f01-b0ed-3d64fe1c4c22,32346074,English,
lost in the trees,074928da-48ac-43a5-a254-ba93988bdb73,31633076,English,
love and rockets,334fb2ef-f240-4468-9a84-12aa143b84d4,162141,English,
love of diagrams,fbc3d056-f212-42b1-9c5b-724f27a6029e,1127842,English,
love of everything,655b847b-93bc-43da-b2b9-ed3a6b8be936,3328854,German,
the love unlimited orchestra,5e90d8e1-61de-4af8-9102-792c0a6c81ca,15294832,English,
love x stereo,fd7041d7-67ba-4ca1-b69d-5c210909fffb,47446434,English,
low budget blues band,9258fed4-8f6b-417d-aac0-06d76e976574,516964,Swedish,
lying in states,fc005ce2-f58e-434d-8f35-8f02a9ac1fa5,14412254,English,
machines of loving grace,8cf4b5b0-0a76-4b53-9e95-00696cc63c97,1479465,English,
made in sheffield,b6b163a6-3069-4c0c-9430-4b228d74abde,2190244,English,
mahavishnu orchestra,449c4732-2565-458d-957b-58cd50c1b8d6,446556,English,
make the girl dance,bef3eeb0-f0ba-4e86-a59b-3bc6acb21542,4704370,French,
maldita vecindad y los hijos del quinto patio,b06b4630-5e1d-4f2a-8260-b9fb7442a8b6,3010412,English,
man is not a bird,bc544462-a51d-4e54-afe3-8ae82e93e9b2,23767055,English,
manchester orchestra,2f83b79a-dacc-491b-bdb1-69196fa55b63,6176499,English,
manfred mann chapter three,cc63ad62-c02a-4fc3-a878-a8834d19ca23,19201877,English,
maps & atlases,f1c206b6-9a4c-40c5-8d6a-bb8cfaa868af,7041786,English,
marc et claude,f34a40ac-99d2-4435-985e-de1b2fbfc392,42375300,English,
marching band,fc0762c2-06b0-4cc1-8cfe-591e385f8ef2,39748,English,
maroon 5,a4cd85e3-dd99-4e39-9263-7eef94a43c4e,512449,English,
martha and the muffins,fff24664-6bba-4db9-a391-00524da64f8c,540563,English,
mary jane girls,15d5f4b7-0ba2-4bbe-b9a5-49542f94864b,1443872,English,
mass of the fermenting dregs,cfe58c3e-3aa7-4079-87d6-8e9d1dcb4828,22352561,English,
masters at work,94f6239a-0bfc-4354-88d5-49597d4f810c,973432,English,
masters of reality,3a913ff1-5654-4657-b2fb-9d71fbe745d3,897507,English,
me & my,09874b9f-baa0-4b4e-b2dc-56298ffdf501,1477449,English,
me and my brother,7ceb900f-8785-4f97-a24e-12f2df37e9dc,5891761,English,
me and that man,dfb2325b-5d8e-4bf6-bd7d-e4cf7b2a68e7,9893042,German,
me and you,b078fb2c-56b7-413a-9ba1-fa89e70b189e,6137665,English,
mecki mark men,41b3f6fe-a3fa-4903-a602-58e5c7cb1545,53121055,English,
mekaal hasan band,2dbbffc5-981b-47aa-88fe-9d579d4b951d,18916601,English,
melissa auf der maur,9e45758d-9eb9-488a-8582-dd7c0eeadbf0,142687,English,
melody's echo chamber,a03c1f20-7dfe-4951-a3c8-3f0d56363455,39378972,English,
memphis jug band,5960ca41-a012-4bea-b773-26e784463ffd,1612420,English,
men at work,bcc7d51a-0f72-4969-94a4-9876c3140b6c,20451,English,
men i trust,0b6a4b5f-b49c-4bc9-88c3-e072bc0eec87,57652678,English,
michael learns to rock,d238393c-fd9d-4f92-9488-c50c1e5f906a,904878,English,
middle kids,02b0b4c0-cf57-4e85-ab44-2fcd33ba7df8,55267831,English,
middle of the road,eb6ebe20-991a-4dcb-b12c-1d15aaeb3d23,19094611,English,
mike and the mechanics,d24177de-14b5-4bb2-b685-cc4ef8480e4e,624034,English,
mike and the moonpies,5f69da0c-f4d7-4b96-b42c-762108faffc6,56618077,English,
milk & bone,8b5bbefb-47c3-4729-abf5-bef0c6d7901b,47160444,English,
minnesota orchestra,76d45eaf-7ca4-4fac-9fdb-f26ab6798779,159967,English,
minus 8,3035d45d-fdb9-4b6c-886d-1936884c48ab,8997619,French,
mono,27048af9-47f3-4438-9745-05bb50ff6370,100830,English,
mono & nikitaman,ad68b960-c136-47ce-934b-53f331a6d4b7,2562830,German,
montreal symphony orchestra,5c34daeb-d8aa-493d-8093-364f69a3ff3b,156915,English,
moon duo,6404a9d9-96a1-47e1-8329-577659bf1413,6114806,French,
more or les,5b1910dd-8a31-4fdf-b735-d6ae4d65a60f,20731580,English,
mormon tabernacle choir,2275de2b-c7b3-4ddf-aea5-52b256189eec,102562,English,
mouse on the keys,c6bc2934-f00c-4ea8-a930-e533d6c3e8fd,53698579,English,
mouth & macneal,f4a7b6a5-f6e4-40f2-8b7a-72b91232f188,13288304,English,
mr. & mrs. smith,f0928161-8946-4ede-9a01-119861cc5ea4,2489357,English,
mumford & sons,6fc24617-ca74-44d1-87b1-60969f6564d3,20506363,English,
muncie girls,dc9dbfa9-f10b-41f8-adb0-77140e17e276,56839406,English,
murder by death,d45a70d3-1b81-4398-b523-c7f58d8333f3,725468,English,
music for pleasure,2c2e1fe4-ecd0-49d1-ac54-ffd742d452dc,377501,English,
music is the answer,d4c0ac55-1646-47ab-8e73-e0277b479d2f,50940640,English,
my american heart,3c1126bf-0012-4321-b248-68d5fb5b1d1a,1699387,English,
my baby,f4624195-b721-437a-b872-452310e80599,2474836,English,
my bloody valentine,e09a2e80-31e8-445d-a4e6-163aaf152cd1,20377456,English,
my body sings electric,9c90dbd1-d579-45a4-9930-6771d9db9b37,30357175,English,
my brightest diamond,b999628c-4e00-4452-91d0-8fd315ae7838,7490642,English,
my bubba,41359339-39f7-465b-8a43-ce9454257877,45349200,English,
my chemical romance,b2118b15-c2af-4c45-86b9-310625841a86,931216,English,
my dad is dead,21974894-8920-4be5-ba0b-e6c2773bc027,8783223,English,
my disco,948a27c3-64aa-4537-966f-7d692510dee2,1125667,English,
my education,5aa19917-ee73-4556-b051-30001b0c0fde,25470724,English,
my federation,76a13ef4-a6b9-40f6-bcf6-a4570774289f,9384783,English,
my jerusalem,d7d7140a-8f23-4fa6-8a67-a06eeb003c86,21420140,English,
my latest novel,1f2add80-554e-4999-b521-daa0c573975f,6028303,English,
my sad captains,e25ffdae-15ca-42ac-a38c-e9581c70a41e,32454700,English,
my summer as a salvation soldier,cfa79186-41b4-4560-902b-7bf1aeb7f57a,10493406,English,
myka 9,8a90df9b-c3e2-4089-8b01-f40e19bcd41e,16016181,English,
mystic chords of memory,86d87b4f-5fde-4c19-bee3-886a78a29aaf,3262443,English,
naked city,a87b150c-6095-4ef1-9a87-9a2324f25026,4855008,English,
nalin & kane,48116ada-30fd-4e22-b7c0-c2afc6d73f5a,5782697,English,
nanook of the north,360e9e60-bb19-4948-b514-de24a35f6efb,21174,English,
nbc symphony orchestra,33517cf3-5f04-454f-814b-1c94809f0564,150698,English,
new edition,af5d665e-a234-4fb6-96b9-26ad3090c7d9,682285,English,
new id,60959dab-639f-4eae-b8fb-2a36e771dc94,9354736,French,
new model army,20d1adf8-3371-4644-90b4-461e24151493,181149,English,
new order,0ae85d39-0d91-488d-80eb-ad8f66c439cb,1590603,English,
new roman times,8b9140e9-0046-421c-b0db-3b1f29bd521b,727443,English,
new young pony club,8180a7ec-4981-4ce2-acc8-ceb4efa24ecd,836170,Spanish,
nick cave and the bad seeds,87b6a0cd-5ae4-47cc-b400-f02f48eae17e,536384,English,
night on earth,6973d862-7970-44c3-aaff-9c372ec03df2,2269393,English,
night terrors of 1927,0f8d73db-6464-4a35-a577-e5ddd5774c52,45464876,English,
nightmares on wax,4693510e-b552-4739-8fd4-3bcd1f4ae058,2583769,English,
nina las vegas,3455520a-471e-42d2-b667-8308f9be5813,45406173,English,
nitty gritty dirt band,9bed417f-5b53-40cd-b924-9517c2db65b9,404924,English,
no kids,32502f3b-658c-46f6-bca4-85df7c7b4ad2,54876830,English,
no te va gustar,6b7db86f-2c1d-48c7-b042-6485705f6d32,14567581,English,
noah and the whale,44910403-8f2a-4912-bb24-420296c31e2c,18206836,English,
noel gallagher's high flying birds,68f50e90-10eb-4538-94ca-c7d0f0422862,32963147,English,
nogu svelo!,d1b6165f-c0d3-48ad-8761-f2047dd36cf3,2176806,English,
november group,9db2b949-1fc7-4694-a8ea-405768c8db53,21245799,English,
"now, now",b090c538-3fc2-4f64-b696-2bfc99bc7f79,28644596,English,
nuclear family,3c1c3d7a-85e7-4997-80e4-602d1ad600d0,193132,English,
of monsters and men,872458ae-61a8-4d53-989f-237aa097b38d,33614255,English,
of montreal,bc8c3c7e-ccaa-4ff7-b119-73ad5cfa52f1,640624,English,
of the wand & the moon,122d2fe7-e660-421a-8254-26c47856bf5a,3422520,English,
of verona,50f155eb-51b8-414b-9daa-e52315e94207,36897323,English,
oh no not stereo,37227df6-6601-4c70-abd9-8209ce8782da,19908929,English,
oh no oh my,da6681f0-fa71-473f-8e10-92662cf9f68e,1249130,French,
old crow medicine show,7d84f02a-3cce-48bd-9f90-527fa7521bf1,1623135,English,
opiate for the masses,ffa206b2-2097-468d-a38b-347c93dd67fb,55263846,English,
"or, the whale",46ad066f-187a-48b4-b552-820e28a5ae29,25037559,English,
orchestra baobab,a9c04d9e-604c-47f9-b63f-20f647a09d3f,1526394,English,
orchestral manoeuvres in the dark,6d41bc48-c834-4986-a387-a68418bd8b5d,171507,English,
orchid and hound,dd647f8d-f8e1-4757-a4d4-295f0181983a,26665853,English,
the ordinary boys,6e18d7b1-70b3-4cd2-b9eb-0df8ad171e9e,1562096,English,
p.k. 14,78dca3f6-8cda-4490-9ea9-53023a8885f6,25066730,English,
pannonia allstars ska orchestra,0c840989-f9b9-4a26-8bd3-aac420062133,24109569,English,
parenthetical girls,77a31853-ea4a-4820-bf0b-0466e18e9ea1,12385772,English,
part time,8ebe2e4a-72b2-4a37-b317-331461892b82,58494963,English,
parts & labor,d03020a5-88e2-447b-988c-9925358bf70e,10405672,English,
peaches & herb,160126d4-2eaf-4b99-a958-15343cd7003a,1862179,English,
pedro homem de mello,6be062e3-74f6-4c46-862a-9036a34e1dbf,2651147,Spanish,
people in planes,3d809f5b-909d-4598-9ec4-7c75acbc8ecf,2157215,English,
pet shop boys,03aab410-ae18-42eb-8451-40ac1ab33d03,51641,English,
pete and the pirates,5020bdc1-5eca-4b77-94f9-da9145359341,33035322,English,
peter and the wolf,9a227345-4fd7-4550-abb9-17f25841a829,365850,English,
peter jacques band,079340a4-f949-479c-95af-d5e15d6992f1,9741306,English,
peter bjorn and john,0f6d38c7-812d-44c5-8263-1cec307010d3,7134509,English,
philadelphia orchestra,be5884e2-152c-4e40-ba78-0f0b0f872785,156272,English,
philharmonia orchestra,16cfd2d2-e75e-4a8b-85ad-c9919ab50216,160000,English,
plants and animals,dbb26021-355e-4fa8-91f7-d55c3958b695,13434020,English,
plastic ono band,f30a883d-0e7b-4da4-a6f8-fc953789e310,1248374,English,
poison girls,22c8a44e-e96f-4bf2-94d2-76da4e3c840f,1523749,English,
pop will eat itself,a91634c8-48b1-435b-8c43-53b3f9cb8d99,941431,English,
portico quartet,2511b75b-7636-4de6-aded-b3437c8d4203,13729914,English,
the revolution,ca0dac78-19b1-4da6-b4f9-c6ad82bb102b,1124767,Spanish,
ps i love you,4282d4cf-578d-4dd8-a2ab-ae1dac34b909,2701022,French,
punch brothers,5422d28e-8ebd-4b48-a8ae-e3e956688672,13717194,English,
queens of the stone age,0e51b197-a8d3-4975-90f3-b61aa2c4fca9,159119,English,
radar bros.,9a14d1da-08f5-49d5-93a9-0c904d2b1739,3706623,English,
radiation city,85ca60c6-4845-4827-ad50-f787473a7a41,39599203,English,
rae & christian,64cd914c-5e1f-43ec-8376-6866be2b2c5c,2094275,English,
rage against the machine,02348fe3-e198-4d9f-8e4d-43dadc2faaac,80027,English,
rank 1,7c09ce2b-a7d7-4311-ba4f-77d07d0f6fed,1427894,English,
ravens & chimes,1ad0ff23-e140-4995-9745-959b9d56e3bd,26239543,English,
razed in black,ca75d389-71d3-431a-82c4-870ae0bd2776,1978937,English,
red hot chili peppers,07df7b37-2806-493c-b333-83fc1d940c43,26589,English,
red lorry yellow lorry,2b4544af-ef34-4122-80cd-f91fd40862f0,2793650,English,
reef the lost cauze,f82ad7bb-0840-4a15-9991-9b6e855c5553,6404177,English,
rend collective,c04a3071-a60a-4151-b626-89ebc5e643a1,35763537,English,
republic of loose,7eeea3ed-f2fb-4cec-8c39-9e12e87d3565,1970199,English,
revolutionary army of the infant jesus,2cadd0cb-ee5b-46a8-9170-22216e69e162,53979976,English,
rhythm of life,380e4f02-df03-4980-8d5d-7da603f3ad39,17175972,English,
right on dynamite,0d7907d7-9452-4657-9937-b84a4fabafc0,32337839,English,
riot squad,78fe3f26-a449-4041-94d9-bdbd5796a5d5,16506676,English,
river city extension,025d8018-84f9-49fe-b708-50eb8dd44ee9,36734120,English,
rivers of nihil,cbc7a287-6043-4829-86e3-423c675111d9,43098564,English,
rob van de wouw,f14eb0e1-a0d8-4d78-873a-de3095719aba,7106185,German,
robbers on high street,8f5ced67-a6f4-4adf-baa3-5ec9187ad4bb,4739701,English,
"robert john ""mutt"" lange",373567d0-3594-4909-a9a8-cd5e32a995b7,218796,English,
rolling blackouts coastal fever,5c5ce1a2-af82-4d30-8474-e73d3fc4c588,55248987,English,
rollins band,d2db4ee2-8629-4d28-a733-6d6723d2f65e,148393,English,
ron van den beuken,80fb7878-fe79-4ff0-a5ed-7c7359e5e8f6,9979164,English,
rosie and the goldbug,777b6dda-4705-4318-8980-8241e157de0b,22658579,English,
royal bangs,00b1cd14-77d6-4b52-a80c-1c6d63d91d27,23114138,English,
royal blood,92d4140e-ac4f-4e99-ab21-be7bfa5285d1,10349771,English,
royal canoe,5f71f1b0-bed7-4624-9670-90de23af0c15,42339912,English,
royal concertgebouw orchestra,2643c840-a415-48ad-aa25-e931974c991e,174536,English,
the royal family and the poor,468adbd9-34a7-49d7-b9be-45b616f79067,32682465,English,
royal forest,1f161172-83aa-4db9-952d-747627a2dadc,1112702,English,
royal scots dragoon guards,59dc868a-db73-49c2-afce-6ce974298c1d,383415,English,
royal teeth,d4984cf3-f151-49e7-8d11-5f910ef9122f,42267322,English,
royal thunder,86d6c536-9294-4b78-817b-50ed2bf46217,46353960,English,
the reverend peyton's big damn band,e5c5f988-bd1c-44f9-ab4b-b5ab90dfbe05,9498098,English,
sad lovers & giants,6f2fd5b0-8a04-4d1d-9380-996ca49da2e5,2809369,English,
safri duo,e146b651-d95f-445c-9ea4-ecd1fa08050a,962371,English,
saragossa band,030f8a0a-5753-4997-9647-cdba6c617690,48204613,English,
saturday looks good to me,e6338415-dfbe-4522-a591-6af91f408f3f,2307840,English,
school of seven bells,b8f10d02-1826-4cb6-8317-7060654c3ac3,11232502,English,
scissors for lefty,80da367a-4052-45ce-a5da-0b72f1cd296e,5249743,English,
scissor sisters,b5dc52f8-71a2-4bfb-a037-0b4f3448ffb3,730322,English,
scotland yard gospel choir,f5b91db4-7e92-4e2b-8409-4f23455db16e,18530371,English,
seals and crofts,e1a80e9f-8d35-4b0e-9bf8-2a0999ff66f8,2411310,English,
season to risk,67f891b8-82d3-4362-a7c6-9c23568bd5b4,1060613,English,
section 25,89e1674d-7c2a-40a7-aa9c-e0d1a0c5e372,2217321,English,
self defense family,67de22c0-e593-4a34-b2cb-54b396987976,33457356,English,
self-made men,e7f1efdc-a504-496f-b283-4de9d4a13b73,3255111,English,
september girls,76453778-efba-4600-9140-f7ddd7e312bd,29108725,English,
shapes and sizes,87791609-3b83-402f-8976-f09bc05e97d8,5162584,English,
she & him,bd18a20e-63b8-4992-a83c-6517dd69a55f,15513494,English,
she drew the gun,00f801bd-1201-4472-b91c-7d7c465e6ad0,60552216,English,
shi 360,176ae54a-2a88-4d95-a2df-1e226c667f44,3850033,French,
shout out out out out,61056bf6-9cd3-4ad8-b7d9-21e15d9f00eb,7314139,English,
shovels & rope,29d90e60-98d4-4c1c-917b-f2be16bfb196,38202011,English,
show me the body,4b4d4ac2-3431-4f76-9ed4-adf0bb4bc066,55733548,English,
"shy, low",983ddef2-4022-44b3-ac13-4ec02dcf6890,44177449,English,
sian alice group,350fd38b-95f2-4150-ac87-f2d9d051302b,18210040,English,
sick of sarah,16177881-ab1b-4604-af87-5b3d7f54d5ca,27858604,English,
signal to noise,cc2cc37d-7bd1-44f3-9e57-f0d6f5d62a20,30988933,English,
simon & garfunkel,e521ec85-2abc-497f-a972-7954527ef6f4,26823,English,
simon park orchestra,fbc25b98-1f51-4244-8495-7f1bb35b90f7,2639390,English,
siouxsie & the banshees,3a9aa92a-4be9-49ba-828e-31e8063c7d2c,257880,Portuguese,
sir douglas quintet,9ab95949-4c15-4410-947e-47c2eee6a394,2229397,English,
sister sparrow & the dirty birds,b1647516-b043-4ea3-8f2d-3a11f626a9ed,31419894,English,
sisters,68ed4718-3d96-4a3d-bf45-dd5ada74041c,4014966,French,
