Name,Id,ExternalInfoId,Members
family and friends,7b270c48-46fd-4874-a200-d9ffb0feae5c,11315,
family tree,5a2034b0-6e2e-40be-84c2-0e9def92e0ea,169269,
fear of men,909257b6-c62a-4852-90c0-8bcb1fb79425,10828,
fki 1st,a0c34f6f-fba6-401e-b0b6-589b68800cff,54415034,
flash & the pan,765e46e0-b773-4000-a9dc-37b46d08a51c,39170,
flash boys,7029abc9-3131-4999-907c-34aa72c1845f,42355948,
force 1,9d209a58-d4da-47ad-a8a7-67fe36caeda1,49403568,
free cake for every creature,a6452fa1-6811-4457-bc0f-a69759f23bd0,53300240,
freedom family,4d95b284-f5d5-492e-bc59-d2d29a630aea,43571413,
french for rabbits,082f464b-8433-4442-98e2-431e2c4a8c17,26573,
fripps & fripps,f930cfb6-5cb5-487a-83de-4556ddbd9365,3879033,
"from ""the legend of billie jean""",6e2c7feb-fac3-4225-87c6-b92c69c07e85,2058218,
fruit & flowers,a04e77b6-03f9-4894-a16d-203307e2773f,10843,
gang of four,8496117c-afb8-4ffb-87f5-d6dff3e460cc,50441,
geisha girls,d9caad81-1641-427e-a105-87a47a31ee81,18617998,
georges & feuchard,3f48468a-eef6-460b-9217-61b2c024681e,282232,
get a grip,91790f79-f225-4543-a882-75b0a51eb3d4,523810,
get cape. wear cape. fly,224289b0-d32d-42da-83c6-af1e29242285,5918355,
ghetto kids,4ce3888d-a92f-4487-a72a-4e444a6fec25,92903,
ghost magnet roach motel,f2274fb0-84c9-43f2-8d0d-78852c63c7c3,21058,
gift of gab,b95542ed-d0e2-4423-9dac-3755d925eda8,6582367,
gina x performance,870d81c8-ff27-4646-a46d-75d4d3be6f03,14543174,
girls,7ff7a6f2-e809-40fd-9aa8-d283d40d2ef8,1723133,
girls choir,6be49858-fe25-43e7-9f7a-d3c7d74754f8,43866,
girls just want to have fun,18dbcb39-010d-4c28-b26d-738534748c8a,90139,
gods and monsters,d0bd36a9-dbab-418d-8489-8920beec56b5,18137434,
golden arm trio,ee531207-44b2-47c1-a7b3-82fae87ccfa6,17447171,
golden boys,0b7286e7-889e-4396-a9fa-b15cac278d63,37018211,
good night & good morning,d2730af1-21b0-4ef1-ad75-fc06bdd2c3d5,1474525,
grand island,edd604fa-6683-42f0-afea-d6c0310c1a40,439333,
grand national,c99d5789-f280-477b-9819-e4e277ae1318,74730,
grand pianoramax,afef7013-76ba-483c-9dc6-19cb82f70f9c,18634604,
grand tourism,47e1121d-5a4d-455b-b99f-47f4d75d5125,29789,
great lakes myth society,6c167322-e468-45f1-8ba1-d8bb4af37f5b,3809375,
greece 2000,9480abaa-0996-408b-86dd-05e09783bb07,19196669,
green milk from the planet orange,e5027899-d52f-4355-a50f-39f3a36a83d9,16095664,
greg kihn band,c89696f9-e816-4ebc-87b2-8dea196576fc,623751,
gregory pepper and his problems,2e95596e-fcfc-4bd4-9623-c4c28b1c8b64,36918458,
grupo fantasma,0cf0990a-f0da-47a1-aa8e-6fa3da257909,20977421,
gus cannon & his jug stompers,bb6f7e2c-ce8f-459d-ba15-947e841e68ef,174831,
hans gruber and the die hards,7216b564-44e6-48f6-9af3-87ad90aba95e,97646,
harry arnold and his swedish radio studio orchestra,27479031-65e3-4549-ab8a-a8af0ec7bd57,17973836,
"harvey mason, sr.",8f8a9bc9-870e-4de1-9420-b35cafbdeccf,2220469,
heart & feather,8f2405ab-eec8-4d96-93b1-a76e9dcba4be,36808,
henry mancini and his orchestra,8113c2af-1c46-43c3-ae42-e0bd6d74449d,51905,
hillary scott and the scott family,d692c55b-7fa1-4191-b2a6-3061af6ac8ee,23021870,
holland patent public library,b7addd9f-7892-45e2-ab1e-16302549db89,23273,
hollywood bowl symphony orchestra,c55d3f81-43b4-4713-956d-01e423fb760b,237540,
honey and salt,5b65878e-549f-4372-8288-e1de4f9d943d,14361,
hootie and the blowfish,eb5c4cf5-eb5c-42d7-bdb3-55383dd7d533,3655036,
horse + donkey,bd4d55ab-9cd3-47bf-ad31-e2e3836f82b9,55526,
hot club de paris,84a1f241-e330-4c37-80a4-17330a920443,6539794,
hot club of cowtown,2c190ba9-5bb3-4ba4-ad4f-1104cf8abb19,2892400,
hot since 82,18fce397-e3c6-40de-b9fd-fec7cb056d4c,42278814,
house of angels,a65d7705-b382-433d-b5ea-9d0268b88f18,12690211,
house of fools,726fb8d6-36f9-4efe-90b3-827b5781f83f,11828337,
houses of heaven,7b344ba0-7cfb-4d0c-b4b3-a2ae4711d252,13811,
how to destroy angels,17b01bbb-d4b9-492f-9191-d169878d1e76,27206757,
huey lewis & the news,8afdcfa0-bf1c-4e0d-8ed6-616a90c47ed1,423510,
hypnotic brass ensemble,b6b30065-91f0-42c0-abd9-5858ca1e078b,10001646,
i am david sparkle,9b49abeb-3411-4a3c-bc1e-f1366941201c,11322735,
i was a cub scout,5b07a104-8e12-44d9-8548-341108867bd0,403539,
ice & cream,b89267e0-964e-4507-936a-8b8d6d467bb8,14946,
ike & tina turner,7f6af844-a20c-49ba-9f22-a127699053c8,99900,
i'm glad it's you,a56060f9-d8a0-4633-b013-ba10faf1f121,2769677,
imran aziz mian qawwal,cc5a670b-30de-4b61-a53e-8f50d75c6751,1991657,
in camera,d0bb5e6c-9c56-4f43-aed9-68a95d667a84,52648,
in dutch,814b9eae-b467-46f5-90bc-ab4abcc2f973,8101,
in excelsis,fe07dc90-b061-467b-a574-4ac90059ba8a,56655241,
in mirrors,fdf6ce6f-3e32-4114-b367-9272f5d4c1f7,20545,
in misery,3f630b31-5b25-45f6-8045-bdaa5e36befb,2671118,
in the nursery,25078720-ca23-4a1d-af7b-1cedd4e049fe,1072127,
in the whale,f696625d-f57d-4489-bb7e-f5954ff1c7af,33777,
information society,f388a035-cf53-4a74-b5a9-9631f55e1c87,163901,
intuitive music orchestra,6cde638e-d317-4f38-bad8-6ba1ddf4d397,18839,
invincible & finale,4469821d-f58e-43c9-b744-3a03b89d738e,106201,
iron & wine,17c3a8ee-6f89-411a-b899-5da6f41910fd,14734,
j. geils band,68c1d433-1f56-442c-be0f-efad7ee29936,1672535,
jack & jones,5638e03d-cd37-4bf8-92d0-3b37cfe6bd6c,324118,
